N,1. Field name,2. Reservoir unit,3. Country,4. Region,5. Basin name,6. Tectonic regime,7. Latitude,8. Longitude,9. Operator company,10. Onshore or offshore,11. Hydrocarbon type (main),12. Reservoir status (current),13. Structural setting,14. Depth (top reservoir ft TVD),15. Reservoir period,16. Lithology (main),17. Thickness (gross average ft),18. Thickness (net pay average ft),19. Porosity (matrix average %),20. Permeability (air average mD)
743,QUITMAN,PALUXY,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,32.8253,-95.4951,NUMEROUS,ONSHORE,OIL,NEARLY DEPLETED,SALT/PASSIVE MARGIN,6056,CRETACEOUS,SANDSTONE,400.0,35.0,22.0,600.0
747,RAINBOW TREND,UPPER KEG RIVER-MUSKEG (RAINBOW A),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EVAPORITE/GRAVITY,58.5052,-119.2926,NUMEROUS,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,5866,DEVONIAN,LIMESTONE,756.0,400.0,11.8,37.0
751,RAMA,BATURAJA,INDONESIA,FAR EAST,SUNDA,INVERSION/STRIKE-SLIP/TRANSPRESSION/EXTENSION/BASEMENT-I,-5.4307,106.2889,CNOOC /REPSOL YPF,OFFSHORE,OIL,MATURE PRODUCTION,BACKARC,2725,NEOGENE,LIMESTONE,600.0,86.0,24.5,10.0
752,RAMADAN,NUBIA C,EGYPT,AFRICA,GULF OF SUEZ,EXTENSION/EVAPORITE/INVERSION,28.2919,33.3144,GUPCO,OFFSHORE,OIL,MATURE PRODUCTION,SUB-SALT/RIFT,10700,PALEOZOIC,SANDSTONE,1300.0,750.0,15.0,100.0
753,RAMAN,MARDIN-RAMAN,TURKEY,MIDDLE EAST,TAURUS/ZAGROS,COMPRESSION/EVAPORITE,37.7642,41.3083,TPAO,ONSHORE,OIL,PLATEAU PRODUCTION,THRUST,3691,CRETACEOUS,LIMESTONE,175.0,115.0,14.0,10.0
754,RAMBA,BATURAJA,INDONESIA,FAR EAST,SUMATRA SOUTH,INVERSION/STRIKE-SLIP/TRANSPRESSION/EXTENSION/BASEMENT-I,-2.6544,104.1461,ASAMERA,ONSHORE,OIL,DECLINING PRODUCTION,INVERSION/BACKARC,2650,NEOGENE,LIMESTONE,164.0,54.0,17.0,2000.0
756,RANGELY,WEBER,USA,NORTH AMERICA,UINTA/PICEANCE,COMPRESSION,40.1135,-108.8829,CHEVRON,ONSHORE,OIL,DECLINING PRODUCTION,THRUST,5500,CARBONIFEROUS-PERMIAN,SANDSTONE,526.0,189.0,12.0,8.0
757,RANTAU,KEUTAPANG-SEURULA,INDONESIA,FAR EAST,SUMATRA NORTH,,4.3503,98.0957,PERTAMINA/JAPEX,ONSHORE,OIL,MATURE PRODUCTION,BACKARC,920,NEOGENE,SANDSTONE,2000.0,110.0,,120.0
758,RAS BUDRAN,NUBIAN,EGYPT,AFRICA,GULF OF SUEZ,EXTENSION/EVAPORITE,28.9687,33.1283,SUCO,OFFSHORE,OIL,DECLINING PRODUCTION,SUB-SALT,10500,CARBONIFEROUS-CRETACEOUS,SANDSTONE,3000.0,1600.0,12.0,45.0
763,RAVEN CREEK,UPPER MINNELUSA (B SAND),USA,NORTH AMERICA,POWDER RIVER,COMPRESSION,44.1497,-105.1171,CITATION OIL and GAS,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,8278,PERMIAN,SANDSTONE,100.0,37.0,12.0,50.0
773,REDWATER,LEDUC,CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,53.65,-113.3333,IMPERIAL OIL RESOURCES,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,3080,DEVONIAN,LIMESTONE,800.0,100.0,8.0,100.0
774,RENQIU,WUMISHAN,CHINA,FAR EAST,BOHAI,,38.6265,116.0234,PETROCHINA,ONSHORE,OIL,NEARLY DEPLETED,RIFT,8527,PROTEROZOIC,DOLOMITE,7680.0,548.0,,1.0
775,RHOURDE EL BAGUEL,MENKEL /HASSAOUNA,ALGERIA,AFRICA,GHADAMES,COMPRESSION/EROSION/EXTENSION,31.39,6.9481,SONATRACH,ONSHORE,OIL,REJUVENATING,INTRACRATONIC,8200,CAMBRIAN,SANDSTONE,1800.0,902.0,9.0,5.0
776,RIMA,AL KHLATA,OMAN,MIDDLE EAST,SOUTH OMAN SALT,GRAVITY/EVAPORITE/EXTENSION,18.8786,56.3146,PDO,ONSHORE,OIL,UNKNOWN,SALT/RIFT,2973,CARBONIFEROUS-PERMIAN,SANDSTONE,250.0,100.0,25.0,500.0
778,RINCON,FRIO-VICKSBURG,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/SHALE/SYNSEDIMENTATION,26.5307,-98.5866,CONOCOPHILLIPS,ONSHORE,OIL,MATURE PRODUCTION,DELTA/PASSIVE MARGIN,3400,PALEOGENE,SANDSTONE,1000.0,150.0,26.0,80.0
784,ROMASHKINO,PASHIY (D-1 POOL),RUSSIA,FORMER SOVIET UNION,VOLGA-URAL,COMPRESSION/EROSION,55.3433,52.8447,TATNEFT,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,5463,DEVONIAN,SANDSTONE,115.0,29.0,19.0,375.0
785,RONCADOR,CARAPEBUS,BRAZIL,LATIN AMERICA,CAMPOS,GRAVITY/EXTENSION/EVAPORITE,-21.9449,-39.7171,PETROBRAS,OFFSHORE,OIL,DEVELOPING,SALT/PASSIVE MARGIN,3500,CRETACEOUS,SANDSTONE,500.0,520.0,30.0,1000.0
786,ROSEVEAR,SWAN HILLS,CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,53.7056,-116.1303,SHELL,ONSHORE,GAS,NEARLY DEPLETED,FORELAND,10276,DEVONIAN,DOLOMITE,178.0,58.0,9.0,360.0
790,ROURKE GAP,UPPER MINNELUSA (C SAND),USA,NORTH AMERICA,POWDER RIVER,COMPRESSION,44.1578,-105.4258,WILDFIRE PARTNERS INC,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,10225,PERMIAN,SANDSTONE,100.0,25.0,11.3,97.0
793,RULISON,MESAVERDE (WILLIAMS FORK-ILES),USA,NORTH AMERICA,PICEANCE,,39.4778,-107.833,BARRETT RESOURCES,ONSHORE,GAS,PLATEAU PRODUCTION,FORELAND,5500,CRETACEOUS,SANDSTONE,3800.0,297.0,,0.001
797,SACHA,HOLLIN,ECUADOR,LATIN AMERICA,ORIENTE,,-0.3292,-76.8867,PETROECUADOR (PETROPRODUCTION),ONSHORE,OIL,DECLINING PRODUCTION,INVERSION/FORELAND,9350,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,370.0,39.0,,400.0
798,SACHA,NAPO T-U SANDS,ECUADOR,LATIN AMERICA,ORIENTE,INVERSION/COMPRESSION/EXTENSION,-0.3292,-76.8867,PETROECUADOR (PETROPRODUCTION),ONSHORE,OIL,DECLINING PRODUCTION,INVERSION/FORELAND,8940,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,320.0,46.0,16.0,400.0
801,SAIH RAWL,BARIK,OMAN,MIDDLE EAST,GHABA SALT,COMPRESSION/EROSION/GRAVITY/EVAPORITE/EXTENSION,21.318,56.7018,PDO,ONSHORE,GAS-CONDENSATE,DEVELOPING,SALT/FORELAND,14600,CAMBRIAN-ORDOVICIAN,SANDSTONE,700.0,450.0,9.0,7.0
802,SAIH RAWL,SHUAIBA,OMAN,MIDDLE EAST,GHABA SALT,COMPRESSION/EROSION/GRAVITY/EVAPORITE/EXTENSION,21.318,56.7018,PDO,ONSHORE,OIL,PLATEAU PRODUCTION,SALT/FORELAND,4478,CRETACEOUS,CHALKY LIMESTONE,200.0,110.0,27.0,7.0
806,SALT CREEK,SECOND WALL CREEK SAND,USA,NORTH AMERICA,POWDER RIVER,COMPRESSION,43.3984,-106.2921,HOWELL PETROLEUM AND OTHERS,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,1300,CRETACEOUS,SANDSTONE,100.0,71.0,19.0,52.0
809,SAMARANG,STAGES IVC-IVF,MALAYSIA,FAR EAST,SABAH,GRAVITY/SHALE/EXTENSION/SYNSEDIMENTATION,5.6284,114.8906,PETRONAS,OFFSHORE,OIL,DECLINING PRODUCTION,DELTA/FORELAND,1180,NEOGENE,SANDSTONE,6739.0,500.0,23.0,250.0
814,SANAND,KALOL (PAYZONE K-III),INDIA,FAR EAST,CAMBAY,INVERSION/COMPRESSION/EXTENSION,23.1,72.417,ONGC,ONSHORE,OIL,SECOND PLATEAU PRODUTION,RIFT/INVERSION,3939,PALEOGENE,SANDSTONE,410.0,20.0,28.0,1000.0
817,SANTHAL,KALOL,INDIA,FAR EAST,CAMBAY,INVERSION/COMPRESSION/EXTENSION,23.409000000000002,72.202,ONGC,ONSHORE,OIL,REJUVENATING,RIFT,2906,PALEOGENE,SANDSTONE,148.0,66.0,28.0,7500.0
821,SATICOY,PICO-SANTA BARBARA,USA,NORTH AMERICA,VENTURA,,34.3169,-119.1149,PXP /IBSEN RESOURCES,ONSHORE,OIL,NEARLY DEPLETED,WRENCH,5000,NEOGENE,SANDSTONE,1400.0,760.0,,250.0
824,SCAPA,VALHALL (SCAPA SANDSTONE),UK,EUROPE,NORTH SEA CENTRAL,EXTENSION/EROSION,58.427,0.325,TALISMAN,OFFSHORE,OIL,NEARLY DEPLETED,RIFT,7523,CRETACEOUS,THINLY-BEDDED SANDSTONE,400.0,98.0,20.0,250.0
827,SCHOONEBEEK-EMLICHHEIM,VLIELAND (BENTHEIM),NETHERLANDS /GERMANY,EUROPE,LOWER SAXONY,INVERSION/COMPRESSION/EXTENSION,52.6634,6.8553,NAM,ONSHORE,OIL,DECLINING PRODUCTION,INVERSION/RIFT,2400,CRETACEOUS,SANDSTONE,100.0,70.0,32.0,7000.0
828,SCOTT,SGIATH-PIPER,UK,EUROPE,NORTH SEA CENTRAL,EXTENSION/EVAPORITE,58.2792,0.2312,NEXEN,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT,9940,JURASSIC,SANDSTONE,360.0,290.0,16.0,100.0
834,SERANG,BALIKPAPAN (UPPER DELTAIC SEQUENCE),INDONESIA,FAR EAST,KUTAI,INVERSION/COMPRESSION/EXTENSION/SHALE,-0.16699999999999998,117.67,CHEVRON,OFFSHORE,OIL,MATURE PRODUCTION,BACKARC,5675,NEOGENE,SANDSTONE,500.0,180.0,28.0,1628.0
836,SHANSHAN,SANJIANFANG,CHINA,FAR EAST,TURPAN (TURFAN),COMPRESSION,43.05,90.35,PETROCHINA,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,9186,JURASSIC,SANDSTONE,951.0,67.0,12.0,7.9
837,SHATLYK,SHATLYK (SHATLYK EAST),TURKMENISTAN,FORMER SOVIET UNION,AMU DARYA,COMPRESSION/EVAPORITE,37.39,61.1,TURKMENGAS,ONSHORE,GAS,MATURE PRODUCTION,FORELAND,11000,CRETACEOUS,SANDSTONE,148.0,63.0,21.8,222.0
838,SHATLYK,SHATLYK (SHATLYK WEST),TURKMENISTAN,FORMER SOVIET UNION,AMU DARYA,COMPRESSION/EVAPORITE,37.39,61.1,TURKMENGAS,ONSHORE,GAS,REJUVENATING,FORELAND,10470,CRETACEOUS,SANDSTONE,148.0,106.0,21.8,222.0
846,SIDKI,NUBIA,EGYPT,AFRICA,GULF OF SUEZ,,27.998,33.554,GUPCO,OFFSHORE,OIL,MATURE PRODUCTION,RIFT,9125,PALEOZOIC-CRETACEOUS,SANDSTONE,850.0,700.0,,60.0
848,SIRIKIT,LAN KRABU,THAILAND,FAR EAST,PHITSANULOK,STRIKE-SLIP/TRANSTENSION/BASEMENT-I,16.63,99.9,SHELL,ONSHORE,OIL,PLATEAU PRODUCTION,WRENCH,4623,NEOGENE,SANDSTONE,1772.0,262.0,20.0,50.0
849,SITIO GRANDE,TAMABRA,MEXICO,LATIN AMERICA,CHIAPAS-TABASCO,,17.7833,-93.1167,PEMEX,ONSHORE,OIL,NEARLY DEPLETED,WRENCH/SALT/PASSIVE MARGIN,12440,CRETACEOUS,DOLOMITE,1300.0,410.0,,135.0
851,SLAUGHTER,SAN ANDRES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,33.4701,-102.6771,NUMEROUS,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,5100,PERMIAN,DOLOMITE,900.0,70.0,12.0,10.0
857,SNAPPER,LATROBE (N-1 UNIT),AUSTRALIA,FAR EAST,GIPPSLAND,INVERSION/COMPRESSION/EXTENSION/EROSION,-38.2008,148.0136,EXXONMOBIL /BHP BILLITON,OFFSHORE,GAS-CONDENSATE,PLATEAU PRODUCTION,INVERSION/RIFT,3682,PALEOGENE,SANDSTONE,820.0,394.0,24.0,2000.0
858,SNIPE LAKE,SWAN HILLS (BEAVERHILL LAKE POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,55.1655,-116.7022,POCO PETROLEUM,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,8500,DEVONIAN,LIMESTONE,185.0,34.2,6.8,54.0
861,SOUTH BELRIDGE,BELRIDGE DIATOMITE (MONTEREY-ETCHEGOIN),USA,NORTH AMERICA,SAN JOAQUIN,COMPRESSION/STRIKE-SLIP/TRANSPRESSION/BASEMENT-I,35.4368,-119.6788,NUMEROUS,ONSHORE,OIL,PLATEAU PRODUCTION,THRUST/WRENCH,600,NEOGENE,DIATOMITE,1000.0,900.0,55.0,1.5
863,SOUTH COWDEN,GRAYBURG,USA,NORTH AMERICA,PERMIAN,COMPRESSION,31.749000000000002,-102.443,NUMEROUS,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,4100,PERMIAN,DOLOMITE,400.0,90.0,8.8,15.0
866,SOUTH LAKE ARTHUR,FRIO (MIOGYP),USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,,30.0895,-92.6647,NUMEROUS,ONSHORE,GAS,NEARLY DEPLETED,DELTA/SALT/PASSIVE MARGIN,16500,PALEOGENE,SANDSTONE,600.0,82.0,,100.0
868,SOUTH TIMBALIER 295,K SANDS,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,GRAVITY/EXTENSION/EVAPORITE/DIAPIR/SYNSEDIMENTATION,28.1963,-90.5412,APACHE,OFFSHORE,OIL,MATURE PRODUCTION,DELTA/SALT/PASSIVE MARGIN,9910,NEOGENE,SANDSTONE,600.0,107.0,31.0,500.0
874,SREDNEBOTUOBIN,BOTUOBIN,RUSSIA,FORMER SOVIET UNION,SIBERIAN EASTERN,,61.2339,111.7308,TAS-YUYAKH /YAKUTNEDRA /ALROSA-GAS,ONSHORE,OIL,CONTINUING DEVELOPMENT,INVERSION/RIFT,6168,PROTEROZOIC,SANDSTONE,100.0,23.0,,120.0
877,STAG,M. AUSTRALIS,AUSTRALIA,FAR EAST,CARNARVON,,-20.2886,114.2568,APACHE,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT/PASSIVE MARGIN,2057,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,72.0,56.0,,2000.0
878,STATFJORD,BRENT,NORWAY /UK,EUROPE,NORTH SEA NORTHERN,EXTENSION/EROSION,61.2042,1.8287,STATOILHYDRO,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT,7267,JURASSIC,SANDSTONE,700.0,490.0,27.0,2500.0
879,STATFJORD,STATFJORD,NORWAY /UK,EUROPE,NORTH SEA NORTHERN,,61.2042,1.8287,STATOILHYDRO,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT,7972,TRIASSIC-JURASSIC,SANDSTONE,740.0,360.0,,470.0
880,STRACHAN,LEDUC,CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,52.45,-115.4286,BANF AND AQUITAINE,ONSHORE,GAS,NEARLY DEPLETED,FORELAND,12068,DEVONIAN,DOLOMITE,900.0,535.0,7.8,11.0
882,SUFFIELD,UPPER MANNVILLE (J POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EROSION,50.2851,-111.1427,ALBERTA ENERGY COMPANY /WESTCOAST PETROLEUM,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,2950,CRETACEOUS,SANDSTONE,72.5,36.5,27.0,1000.0
884,SUIZHONG 36-1,DONGYING,CHINA,FAR EAST,BOHAI,EXTENSION,40.0172,120.8541,CNOOC,OFFSHORE,OIL,PLATEAU PRODUCTION,RIFT,4259,PALEOGENE,SANDSTONE,980.0,160.0,32.0,2600.0
887,SUNNILAND TREND,SUNNILAND LIMESTONE (WEST FELDA FIELD),USA,NORTH AMERICA,FLORIDA/BAHAMAS,EXTENSION,26.2683,-81.3397,NUMEROUS,ONSHORE,OIL,MATURE PRODUCTION,PASSIVE MARGIN,11364,CRETACEOUS,LIMESTONE,80.0,17.0,15.0,90.0
888,SUNRISE-TROUBADOUR,PLOVER,AUSTRALIA,FAR EAST,BONAPARTE,EXTENSION/TRANSTENSION,-9.5901,128.1538,WOODSIDE,OFFSHORE,GAS-CONDENSATE,UNDEVELOPED,WRENCH/PASSIVE MARGIN,6660,JURASSIC,SANDSTONE,591.0,279.0,14.0,28.0
892,TABER NORTH,LOWER MANNVILE (O POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EROSION,49.9191,-112.161,CANADIAN SUPERIOR,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,3050,CRETACEOUS,SANDSTONE,190.0,18.0,17.0,1000.0
893,TABER NORTH,UPPER MANNVILE (A POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EROSION,49.9191,-112.161,CANADIAN SUPERIOR,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,3050,CRETACEOUS,SANDSTONE,165.0,35.0,25.0,2000.0
895,TAGLU,REINDEER,CANADA,NORTH AMERICA,BEAUFORT-MACKENZIE,INVERSION/COMPRESSION/EXTENSION/EROSION,69.3716,-134.8935,IMPERIAL OIL RESOURCES,ONSHORE,GAS,UNDEVELOPED,DELTA/PASSIVE MARGIN,7382,PALEOGENE,SANDSTONE,1970.0,427.0,17.0,150.0
896,TAKULA,VERMELHA,ANGOLA,AFRICA,CONGO,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,-5.2431,11.8072,CHEVRON,OFFSHORE,OIL,PLATEAU PRODUCTION,PASSIVE MARGIN,2865,CRETACEOUS,SANDSTONE,550.0,175.0,25.0,1000.0
897,TALCO,PALUXY,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,33.3625,-95.084,EXXONMOBIL,ONSHORE,OIL,NEARLY DEPLETED,SALT/PASSIVE MARGIN,4059,CRETACEOUS,SANDSTONE,275.0,44.0,25.0,2460.0
898,TALIN,TYUMEN (JUK10-JUK11),RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,62.0,66.55,TNK-BP,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,8399,JURASSIC,SANDSTONE,110.0,66.0,15.0,160.0
900,TANGENT,WABAMUM,CANADA,NORTH AMERICA,WESTERN CANADA,EXTENSION,55.9397,-117.5984,NUMAC ENERGY,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,5900,DEVONIAN,DOLOMITE,730.0,130.0,5.0,0.3
904,TEAGUE TOWNSITE,COTTON VALLEY LIME,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,31.6305,-96.2674,NUMEROUS,ONSHORE,GAS,DECLINING PRODUCTION,SALT/PASSIVE MARGIN,11900,JURASSIC,CHALKY LIMESTONE,350.0,72.0,10.0,0.09
908,TEMSAH,SIDI SALIM,EGYPT,AFRICA,NILE DELTA,STRIKE-SLIP/TRANSTENSION/SHALE/EVAPORITE/BASEMENT-I,31.84,32.145,IEOC,OFFSHORE,GAS-CONDENSATE,DEVELOPING,WRENCH/DELTA,12390,NEOGENE,SANDSTONE,328.0,131.0,24.5,390.0
911,TERN,BRENT,UK,EUROPE,NORTH SEA NORTHERN,INVERSION/COMPRESSION/EXTENSION,61.2667,0.9167,SHELL,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT,7252,JURASSIC,SANDSTONE,273.0,170.0,22.0,350.0
914,THISTLE,BRENT,UK,EUROPE,NORTH SEA NORTHERN,EXTENSION,61.3833,1.55,DNO,OFFSHORE,OIL,NEARLY DEPLETED,RIFT,7970,JURASSIC,SANDSTONE,475.0,380.0,24.0,1200.0
915,THREE BAR,THIRTYONE,USA,NORTH AMERICA,PERMIAN,COMPRESSION,32.1661,-102.8024,APACHE /HUMBLE,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,8100,DEVONIAN,CHERT,130.0,70.0,15.0,5.0
920,TIA JUANA,LA ROSA-LAGUNILLAS (TIA JUANA ONSHORE AREA),VENEZUELA,LATIN AMERICA,MARACAIBO,COMPRESSION/EROSION,10.2617,-71.3826,PDVSA,ONSHORE-OFFSHORE,OIL,MATURE PRODUCTION,WRENCH/FORELAND,1400,NEOGENE,SANDSTONE,500.0,120.0,35.0,1200.0
924,TIN CUP MESA,PARADOX (UPPER ISMAY),USA,NORTH AMERICA,PARADOX,COMPRESSION/EXTENSION/EVAPORITE,37.4211,-109.1333,COCHRANE RESOURCES /PIONEER,ONSHORE,OIL,NEARLY DEPLETED,INTRACRATONIC,5430,CARBONIFEROUS,DOLOMITE,60.0,50.0,11.0,2.8
926,TIRRAWARRA,TIRRAWARRA,AUSTRALIA,FAR EAST,COOPER,INVERSION/COMPRESSION/EXTENSION,-27.6764,140.1292,SANTOS,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,9427,CARBONIFEROUS-PERMIAN,SANDSTONE,115.0,60.0,11.2,1.0
927,TOLON,NEDZHELIN-TAGANDZHIN-MONOM,RUSSIA,FORMER SOVIET UNION,SIBERIAN EASTERN,TRANSPRESSION/UPLIFT,63.75,124.0,YAKUTGASPROM,ONSHORE,GAS,UNDEVELOPED,PASSIVE MARGIN,8200,TRIASSIC,SANDSTONE,1640.0,123.0,17.0,28.0
928,TOMMELITEN GAMMA,TOR-EKOFISK,NORWAY,EUROPE,NORTH SEA CENTRAL,GRAVITY/EVAPORITE/EXTENSION,56.4844,2.9334,STATOILHYDRO,OFFSHORE,GAS-CONDENSATE,ABANDONED,SALT/INVERSION/RIFT,9629,CRETACEOUS-PALEOGENE,CHALK,640.0,550.0,20.0,0.8
930,TOR,TOR-EKOFISK,NORWAY,EUROPE,NORTH SEA CENTRAL,GRAVITY/EVAPORITE/EXTENSION,56.6389,3.3355,CONOCOPHILLIPS,OFFSHORE,OIL,MATURE PRODUCTION,SALT/INVERSION/RIFT,9520,CRETACEOUS-PALEOGENE,CHALK,800.0,490.0,21.0,0.6
932,TUBRIDGI,FLACOURT-BIRDRONG,AUSTRALIA,FAR EAST,CARNARVON,INVERSION/COMPRESSION/EXTENSION/EROSION,-21.807,114.8181,ORIGIN ENERGY,ONSHORE,GAS,NEARLY DEPLETED,RIFT/PASSIVE MARGIN,1614,CRETACEOUS,GLAUCONITIC SANDSTONE,41.0,31.0,28.5,1000.0
934,TURNER VALLEY,TURNER VALLEY (RUNDLE POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,50.6704,-114.2665,TALISMAN,ONSHORE,OIL,MATURE PRODUCTION,SUB-THRUST/FORELAND,3000,CARBONIFEROUS,DOLOMITE,450.0,296.0,8.2,7.0
940,UCHKYR,XIV-1,UZBEKISTAN,FORMER SOVIET UNION,AMU DARYA,,40.1494,62.9906,SREDAZGAZPROM,ONSHORE,GAS,DECLINING PRODUCTION,INVERSION/RIFT,5078,CRETACEOUS,SANDSTONE,98.0,23.0,,65.0
941,UCHKYR,XV-1,UZBEKISTAN,FORMER SOVIET UNION,AMU DARYA,INVERSION/COMPRESSION/EXTENSION/EVAPORITE,40.1494,62.9906,SREDAZGAZPROM,ONSHORE,GAS,DECLINING PRODUCTION,INVERSION/RIFT,5443,JURASSIC,DOLOMITE,82.0,59.0,16.0,61.0
942,UCHKYR,XV-2,UZBEKISTAN,FORMER SOVIET UNION,AMU DARYA,INVERSION/COMPRESSION/EXTENSION/EVAPORITE,40.1494,62.9906,SREDAZGAZPROM,ONSHORE,GAS,DECLINING PRODUCTION,INVERSION/RIFT,5548,JURASSIC,DOLOMITE,200.0,20.0,13.0,7.3
943,ULA,ULA,NORWAY,EUROPE,NORTH SEA CENTRAL,INVERSION/COMPRESSION/EXTENSION/EVAPORITE,57.117,2.833,BP,OFFSHORE,OIL,MATURE PRODUCTION,SALT/INVERSION/RIFT,10744,JURASSIC,SANDSTONE,410.0,377.0,16.5,300.0
948,UPPER VALLEY,KAIBAB-TIMPOWEAP,USA,NORTH AMERICA,KAIPAROWITS,COMPRESSION,37.618,-111.735,CITATION OIL and GAS,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,6350,PERMIAN-TRIASSIC,DOLOMITE,250.0,30.0,11.0,21.0
949,URENGOY,POKUR (PK1-6),RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,66.0533,76.9497,TYUMENNEFTEGAZ,ONSHORE,GAS,DECLINING PRODUCTION,INTRACRATONIC,3514,CRETACEOUS,SANDSTONE,700.0,440.0,30.0,330.0
950,URIKHTAU,KT-I,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,,48.4061,57.3269,KAZAKHOIL AKTOBE,ONSHORE,OIL,UNDEVELOPED,SUB-SALT/FORELAND,8290,CARBONIFEROUS,DOLOMITIC LIMESTONE,1394.0,262.0,,140.0
952,USA,AFONIN,RUSSIA,FORMER SOVIET UNION,TIMAN-PECHORA,,66.2022,57.2928,UNKNOWN,ONSHORE,OIL,MATURE PRODUCTION,INVERSION/FORELAND,9813,DEVONIAN,SANDSTONE,249.0,89.0,,120.0
953,UZEN,UNITS XIII-XVIII,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN MIDDLE,INVERSION/COMPRESSION/EXTENSION,43.4175,52.8658,MANGYSTAUMUNAIGAZ,ONSHORE,OIL,MATURE PRODUCTION,INVERSION/RIFT,3440,JURASSIC,SANDSTONE,920.0,436.0,21.0,235.0
954,VACUUM,SAN ANDRES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,32.7919,-103.5855,EXXONMOBIL /CONOCOPHILLIPS /CHEVRON,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,4250,PERMIAN,DOLOMITE,370.0,150.0,12.0,17.0
956,VALDEMAR,TUXEN-SOLA,DENMARK,EUROPE,NORTH SEA CENTRAL,INVERSION/COMPRESSION/EXTENSION/EVAPORITE,55.8167,4.5667,MAERSK,OFFSHORE,OIL,PLATEAU PRODUCTION,INVERSION/SALT/RIFT,7063,CRETACEOUS,CHALK,280.0,250.0,25.0,0.5
957,VALHALL,HOD-TOR,NORWAY,EUROPE,NORTH SEA CENTRAL,INVERSION/COMPRESSION/EXTENSION/EVAPORITE,56.2619,3.3947,BP,OFFSHORE,OIL,PLATEAU PRODUCTION,INVERSION/RIFT,7648,CRETACEOUS,CHALK,480.0,410.0,35.0,2.0
958,VALHALLA,KASKAPAU (DOE CREEK I POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,55.4714,-119.3361,PETRO-CANADA AND OTHERS,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,2460,CRETACEOUS,SANDSTONE,11.0,12.0,23.0,210.0
